Name,Group,Stream URL,Logo,EPG
AmarinTV,1.Digital.TV,http://live2.dootvde.com/live/50025_amarin_tv_hd.stream.smil/playist.m3u8,https://il.mahidol.ac.th/upload/img/2020-10-01-073317.jpg,1034
CH7,1.Digital.TV,http://119.59.125.74/stream/totnew.php?channel_id=ddfa47e726444446864b14e0e819fdde&.m3u,http://thaiip.tv/tvlogo2/35.png,1035
CH7,1.Digital.TV,http://edge160.bugaboo.tv/liveedgech7_partner/smil:auto.smil/chunklist_b1210000_sleng.m3u8,https://il.mahidol.ac.th/upload/img/2020-10-01-073150.jpg,1035
PPTV,1.Digital.TV,http://live2.dootvde.com/live/50026_pptv_hd.stream.smil/playist.m3u8,https://il.mahidol.ac.th/upload/img/2020-11-08-074500.jpg,1036
DLTV1 ประถมศึกษาปีที่ 1,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv01_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/01_channel_logo.png,1100
DLTV2 ประถมศึกษาปีที่ 2,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv02_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/02_channel_logo.png,1101
DLTV3 ประถมศึกษาปีที่ 3,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv03_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/03_channel_logo.png,1102
DLTV4 ประถมศึกษาปีที่ 4,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv04_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/04_channel_logo.png,1103
DLTV5 ประถมศึกษาปีที่ 5,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv05_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/05_channel_logo.png,1104
DLTV6 ประถมศึกษาปีที่ 6,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv06_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/06_channel_logo.png,1105
DLTV7 มัธยมศึกษาปีที่ 1,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv07_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/07_channel_logo.png,1106
DLTV8 มัธยมศึกษาปีที่ 2,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv08_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/08_channel_logo.png,1107
DLTV9 มัธยมศึกษาปีที่ 3,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv09_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/09_channel_logo.png,1108
DLTV10 อนุบาลศึกษาปีที่ 1,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv10_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/10_channel_logo.png,1109
DLTV11 อนุบาลศึกษาปีที่ 2,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv11_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/11_channel_logo.png,1110
DLTV12 อนุบาลศึกษาปีที่ 3,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv12_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/12_channel_logo.png,1111
DLTV13 อาชีวศึกษา,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv13_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/13_channel_logo.png,1112
DLTV14 อุดมศึกษา,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv14_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/14_channel_logo.png,1113
DLTV15 ภาษาต่างประเทศ,1.Digital.TV,https://dltv-live-edge.catcdn.cloud/dltv15_720p/index.m3u8,https://dltv.ac.th/upload/data/channels/15_channel_logo.png,1114
ETV,1.Digital.TV,http://150.95.66.20:1935/live/livestream/playlist.m3u8,http://thaiip.tv/tvlogo2/tech.png,1115
VoiceTV,1.Digital.TV,https://edge6a.v2h-cdn.com/appt3/WOWSH.stream_720p/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/4/4d/VoiceTV.png,1200
BlueSky Channel,1.Digital.TV,https://5f0a709b4c40f.streamlock.net/blueskychannel/blueskychannel/chunklist_w742536582.m3u8,https://upload.wikimedia.org/wikipedia/th/thumb/f/f6/Bluesky_channel.jpg/220px-Bluesky_channel.jpg,1201
BlueSky Channel,1.Digital.TV,https://5f0a709b4c40f.streamlock.net/blueskychannel/blueskychannel/chunklist_w562158773.m3u8,http://thaiip.tv/tvlogo2/bluesky.png,1201
HBO,2.Movies,https://www.livedoomovies.com/02_HBOHD_720p/chunklist.m3u8,https://blob.panzoid.com/creation-thumbnails/97670.jpg,2000
HBO,2.Movies,https://liveorigin01.hbogoasia.com:8443/origin/live/main/HBO/index.m3u8,https://blob.panzoid.com/creation-thumbnails/97670.jpg,2000
HBO,2.Movies,https://dootvgun.com/hbotv/hbohd/playlist.m3u8,https://blob.panzoid.com/creation-thumbnails/97670.jpg,2000
HBO,2.Movies,https://www.we-play.tv/watching/tv/hbo-hd,https://blob.panzoid.com/creation-thumbnails/97670.jpg,2000
HBO,2.Movies,https://dootvthai-hd.com/cmd/ThaiDreambox/hbo/hbohd/playlist.m3u8,https://blob.panzoid.com/creation-thumbnails/97670.jpg,2000
HBO Family,2.Movies,https://liveorigin01.hbogoasia.com:8443/origin/live/main/FAMILY/index.m3u8,https://il.mahidol.ac.th/upload/img/2020-08-04-071906.jpg,2001
HBO Family,2.Movies,https://dootvgun.com/hbotv/hbofam/playlist.m3u8,https://il.mahidol.ac.th/upload/img/2020-08-04-071906.jpg,2001
HBO Hits,2.Movies,https://www.livedoomovies.com/02_HBOHit_720p/chunklist.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-hbohits.jpg,2002
HBO Hits,2.Movies,https://liveorigin01.hbogoasia.com:8443/origin/live/main/HITS/index.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-hbohits.jpg,2002
HBO Hits,2.Movies,https://dootvgun.com/hbotv/hbohits/playlist.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-hbohits.jpg,2002
HBO Signature,2.Movies,https://liveorigin01.hbogoasia.com:8443/origin/live/main/SIG/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/a/af/HBO_Signature_Asia.png,2003
HBO Signature,2.Movies,https://dootvgun.com/hbotv/hbosig/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/a/af/HBO_Signature_Asia.png,2003
HBO Signature,2.Movies,https://www.we-play.tv/watching/tv/hbo-signature,https://upload.wikimedia.org/wikipedia/commons/a/af/HBO_Signature_Asia.png,2003
Red by HBO,2.Movies,https://liveorigin01.hbogoasia.com:8443/origin/live/main/RED/index.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-screenred.jpg,2004
Red by HBO,2.Movies,https://dootvgun.com/hbotv/hbored/playlist.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-screenred.jpg,2004
Cinemax,2.Movies,https://dootvgun.com/hbotv/hbomax/playlist.m3u8,https://upload.wikimedia.org/wikipedia/commons/f/f0/611-cinemax.png,2005
Cinemax,2.Movies,https://liveorigin01.hbogoasia.com:8443/origin/live/main/MAX/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/f/f0/611-cinemax.png,2005
Warner,2.Movies,http://203.154.243.89:1205,https://il.mahidol.ac.th/upload/img/2020-11-10-024952.jpg,2005
Warner,2.Movies,https://www.livedoomovies.com/02_WarnerTVHD_720p/chunklist.m3u8,https://www.lyngsat.com/logo/tv/ww/warner_tv_us.png,2005
FOX MOVIES,2.Movies,https://www.livedoomovies.com/02_FoxMoviesHD_720p/chunklist.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-foxpremium.png,2006
FOX MOVIES,2.Movies,https://www.livedoomovies.com/02_FoxMoviesTH_720p/chunklist.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-foxpremium.png,2006
Fox Thai,2.Movies,https://www.livedoomovies.com/02_FoxThai_TH_720p/chunklist.m3u8,https://il.mahidol.ac.th/upload/img/2020-11-08-075841.jpg,2007
Fox Thai,2.Movies,http://160.119.77.116:8081/iptv/sd-fox.stream/playlist.m3u8,https://il.mahidol.ac.th/upload/img/2020-11-08-075841.jpg,2007
Fox Thai,2.Movies,https://doofootball.livestream-cdn.com/iptv/sd-fox.stream/playlist.m3u8,https://il.mahidol.ac.th/upload/img/2020-11-08-075841.jpg,2007
Fox Action,2.Movies,https://doofootball.livestream-cdn.com/iptv/hd-foxaction.stream/playlist.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-foxaction.png,2008
Fox Action,2.Movies,https://www.livedoomovies.com/02_FoxActionHD_TH_720p/chunklist.m3u8,https://www.doomovie-hd.com/assets/img/ch_logo/hd-foxaction.png,2008
Fox Crime,2.Movies,http://160.119.77.50/iptv/hd-foxcrimeeng.stream/playlist.m3u8,https://ftpmirror.your.org/pub/wikimedia/images/wikipedia/id/5/50/Fox-Crime.png,2009
Fox Family,2.Movies,https://we-play.tv/watching/tv/fox-family-movies,https://www.freetv-thai.com/wp-content/uploads/2018/03/images-2.png,2010
Fox Family,2.Movies,https://www.livedoomovies.com/02_FoxFamilyHD_TH_720p/chunklist.m3u8,https://www.freetv-thai.com/wp-content/uploads/2018/03/images-2.png,2010
Fox Life,2.Movies,https://www.we-play.tv/watching/tv/fox-life,https://www.we-play.tv//uploads/posters/-poster1602704516.jpeg,2011
Fox Life,2.Movies,https://doofootball.livestream-cdn.com/iptv/hd-foxlife.stream/chunks.m3u8,https://www.we-play.tv//uploads/posters/-poster1602704516.jpeg,2011
AXN,2.Movies,https://doofootball.livestream-cdn.com/iptv/hd-axn.stream/playlist.m3u8,https://www.lyngsat.com/logo/tv/aa/axn_east_asia.png,2012
&FlixHd,2.Movies,https://y5w8j4a9.ssl.hwcdn.net/andflixhd/tracks-v1a1/index.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTok84GbwFSi9l3qYc4KaHZNoEMHtQaMjh46el3e77M6YsOMssw&usqp=CAU,2013
&PriveHd,2.Movies,https://y5w8j4a9.ssl.hwcdn.net/andprivehd/tracks-v1a1/index.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcREtBfjW210fg6jxp7rqXNYivMGTs35g24enfDNLwicMw6SbTk4&usqp=CAU,2014
American Horrors,2.Movies,http://170.178.189.66:1935/live/Stream1/chunklist_w1292014337.m3u8,https://americanhorrors.com/wp-content/uploads/2017/05/advertise-with-american-horrors.png,2015
BLUEANT ENTERTAINMENT,2.Movies,https://www.we-play.tv/watching/tv/blueant-entertainment,https://cmsimgservices.dmpcdn.com/v1/resize?url=https%3A%2F%2Fcms.dmpcdn.com%2Flivetv%2F2018%2F12%2F17%2F886f43a6-7655-4bdc-a4c2-4824667a980f.png&w=320&h=240,2016
BLUEANT EXTREME,2.Movies,https://www.we-play.tv/watching/tv/blueant-extreme,https://www.we-play.tv//uploads/posters/-poster1602704533.jpeg,2017
True Asia Series HD,2.Movies,https://doofootball.livestream-cdn.com/iptv/hd-asian.stream/chunks.m3u8,https://cms.dmpcdn.com/livetv/2019/12/17/6d717a60-2099-11ea-aaf2-eb7e2dada444_320.png,2101
True Asia Series HD,2.Movies,https://www.we-play.tv/watching/tv/true-asian-series-hd,https://cms.dmpcdn.com/livetv/2019/12/17/6d717a60-2099-11ea-aaf2-eb7e2dada444_320.png,2101
True Film HD,2.Movies,https://www.we-play.tv/watching/tv/true-film-hd,http://tvsmagazine.com/images/channels/sm_FILMHD.jpg,2102
True Film HD,2.Movies,https://doomovielive.b-cdn.net/hd-tfilm_720/index.m3u8|Referer=https://doomovie.com,http://tvsmagazine.com/images/channels/sm_FILMHD.jpg,2102
True Thai Film,2.Movies,https://doofootball.livestream-cdn.com/iptv/sd-thaifilm.stream/chunks.m3u8,http://tvsmagazine.com/images/channels/sm_THAIF.jpg,2103
True Thai Film,2.Movies,https://www.we-play.tv/watching/tv/true-thai-film,http://tvsmagazine.com/images/channels/sm_THAIF.jpg,2103
TVB ไทย,2.Movies,https://edge6a.v2h-cdn.com:443/appt7/TDramaTV.stream_720p/iptv-ton.m3u8,https://il.mahidol.ac.th/upload/img/2020-08-11-084652.jpg,2204
TVB ไทย,2.Movies,https://edge6a.v2h-cdn.com/m2a7/TDramaTV.stream_720p/playlist.m3u8,https://il.mahidol.ac.th/upload/img/2020-08-11-084652.jpg,2204
TVB ไทย,2.Movies,https://edge6a.v2h-cdn.com/RE_HD/smil:TVB_HD_ABR.smil/playlist.m3u8,https://il.mahidol.ac.th/upload/img/2020-08-11-084652.jpg,2204
ULTRAHD CINEMA,2.Movies,https://zabava-htlive.cdn.ngenix.net/hls/CH_ULTRAHDCINEMA_HLS/bw6000000/variant.m3u8?offset=-21600,https://www.img.in.th/images/6d409b410384097ab739552ed2928728.jpg,2205
Channel 8,2.Movies,http://54c241893bf39.streamlock.net:1935/ch8/ch8/chunklist.m3u8,http://www.channel8thailand.com/img/18378709_1492777084098686_554998105_o.png,2300
CTB,2.Movies,http://vip.login.in.th:1935/CTB/CTB/playlist.m3u8,https://il.mahidol.ac.th/upload/img/2020-09-01-020855.jpg,2301
FILMRISE,2.Movies,https://dai2.xumo.com/xumocdn/p=roku/amagi_hls_data_xumo1212A-filmrisefreemovies/CDN/1280x720_5000000/chunklist.m3u8,https://blog.tivo.com/wp-content/uploads/2020/03/frmovies-1-300x300-1024x1024.jpg,2303
FILMRISE Sci-Fi,2.Movies,http://dai2.xumo.com/xumocdn/p=roku/amagi_hls_data_xumo1212A-rokufilmrisesci-fi/CDN/master.m3u8,https://image.roku.com/developer_channels/prod/2ece48481d5191baae1d3dc550fe6c99ed59f7f87d90c096ab4ab8a9021efb89.png,2304
Hi Yah!(หนังจีน),2.Movies,https://dai2.xumo.com/amagi_hls_data_xumo1212A-redboxhi-ya/CDN/1280x720_5000000/index.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcSfZgc8zGQD1O3B3lVAiWYIMzHU89GCC6u4ZXL48Fm7Jho61-4i&usqp=CAU,2306
Hits,2.Movies,https://www.livedoomovies.com/02_HITS_720p/chunklist.m3u8,https://kplus-website-production-cdn.azureedge.net/content/upload/1/images-mkt/hits-channel-logo.png,2307
Hits,2.Movies,https://www.we-play.tv/watching/tv/hits,https://kplus-website-production-cdn.azureedge.net/content/upload/1/images-mkt/hits-channel-logo.png,2308
Hits Movies,2.Movies,https://www.livedoomovies.com/02_HITSMOVIE_720p/chunklist.m3u8,https://www.hitstv.com/assets/logo-HITSMOVIES.png,2309
Hits Movies,2.Movies,https://www.we-play.tv/watching/tv/fox-movies,https://www.hitstv.com/assets/logo-HITSMOVIES.png,2310
JKN TV,2.Movies,https://edge6a.v2h-cdn.com/m2i4/JKN.stream_720p/playlist.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTyUK0kIr3-o_gvGhbebOKxNnIoH0AdSlxv1Q&usqp=CAU,2311
JKN TV,2.Movies,https://www.livedoomovies.com/02_JKN_480p/chunklist.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTyUK0kIr3-o_gvGhbebOKxNnIoH0AdSlxv1Q&usqp=CAU,2312
M Channel,2.Movies,http://www.m-channel.com:1935/live/my_stream.sdp/chunklist_w439724723.m3u8,http://www.xn--l3cgga3dk6ba3eb4b5joe.net/wp-content/uploads/2012/02/m-channel.jpg,2314
M Channel,2.Movies,http://www.m-channel.com:1935/live/my_stream.sdp/playlist.m3u8,http://www.xn--l3cgga3dk6ba3eb4b5joe.net/wp-content/uploads/2012/02/m-channel.jpg,2314
M Channel,2.Movies,http://27.254.130.61/live01/ch19.m3u8?p=st,http://www.xn--l3cgga3dk6ba3eb4b5joe.net/wp-content/uploads/2012/02/m-channel.jpg,2314
M Channel,2.Movies,http://www.m-channel.com:1935/live/my_stream.sdp/chunklist_w1568234806.m3u8,http://thaiip.tv/tvlogo2/m.png,2314
Mono Plus,2.Movies,http://110.164.95.230:1935/Edge_Cloudiptv_Authen/cloudiptv_monoplus_live1.stream/chunklist_w282266064.m3u8,https://www.doohdbox.com/assets/201801301516261971647980.jpg,2317
Movie Kingdom,2.Movies,https://a.jsrdn.com/broadcast/e9b4093a41/+0000/c.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcRVTbCqM7Prwk_78ftbLR5PuIezLhD9pFizDDwnO1UCLVQe6_5j&usqp=CAU,2318
Paramount Channel,2.Movies,https://www.we-play.tv/watching/tv/paramount-channel,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Paramount_Channel.svg/400px-Paramount_Channel.svg.png,2319
Screamfest,2.Movies,https://vcnleomarkstudios.teleosmedia.com/stream/leomarkstudios/screamfest/seglist_720p.m3u8,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcSman15dlwm45o0ZqwCPJ0FSjJ-G9t5W2AgD6hNZ1EdIkxlx4ZR&usqp=CAU,2320
SONY MOVIES,2.Movies,http://51.52.156.22:8888/http/009,https://il.mahidol.ac.th/upload/img/2020-07-27-083346.jpg,2321
CCM,2.Movies,https://streaming.livescorethai.net/iptv/sd-celestial.stream/chunks.m3u8?wmsAuthSign=c2VydmVyX3RpbWU9My8xMC8yMDIwIDY6Mjg6MDEgQU0maGFzaF92YWx1ZT0xY0RZT3RydjNwdk9JRjROcGhJbU1RPT0mdmFsaWRtaW51dGVzPTIwJnN0cm1fbGVuPTIw,https://www.lyngsat.com/logo/tv/cc/celestial-classic-movies-hk.png,EPG N/A
CCM,2.Movies,https://www.we-play.tv/watching/tv/ccm,https://www.lyngsat.com/logo/tv/cc/celestial-classic-movies-hk.png,EPG N/A
TVN,2.Movies,https://www.we-play.tv/watching/tv/tvn,https://i.imgur.com/fUSOtKO.png,EPG N/A
Discovery,3.Documentary,https://we-play.tv/watching/tv/discovery-channel,https://p.kindpng.com/picc/s/452-4527470_discovery-logo-de-discovery-channel-hd-png-download.png,3001
Discovery,3.Documentary,https://www.livedoomovies.com/02_DiscoveryChannel/chunklist.m3u8,https://p.kindpng.com/picc/s/452-4527470_discovery-logo-de-discovery-channel-hd-png-download.png,3001
Discovery Asia,3.Documentary,https://www.livedoomovies.com/02_DiscoveryHDWorld/chunklist.m3u8,https://il.mahidol.ac.th/upload/img/2020-10-22-083429.jpg,3002
Discovery Asia,3.Documentary,https://we-play.tv/watching/tv/discovery-asia,https://il.mahidol.ac.th/upload/img/2020-10-22-083429.jpg,3002
Discovery Asia,3.Documentary,https://doofootball.livestream-cdn.com:443/iptv/hd-discovery.stream/chunks.m3u8,https://il.mahidol.ac.th/upload/img/2020-10-22-083429.jpg,3002
BBC earth,3.Documentary,https://www.livedoomovies.com/02_BBCEARTH_720p/chunklist.m3u8,https://upload.wikimedia.org/wikipedia/en/4/44/BBC_Earth_logo.png,3003
BBC earth,3.Documentary,https://doofootball.livestream-cdn.com/iptv/sd-bbcearth.stream/chunks.m3u8,https://www.doofree88.com/storage/live/8Szd1BNfaiLdkcWNR0ATyhjwmC1CnNQ0bu3CEjsX.png,3003
BBC lifestyle,3.Documentary,https://doofootball.livestream-cdn.com/iptv/sd-bbclifestyle.stream/chunks.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/BBC_Lifestyle2.svg/1200px-BBC_Lifestyle2.svg.png,3004
animal planet,3.Documentary,https://www.livedoomovies.com/02_AnimalPlanet/chunklist.m3u8,https://www.cromosmexico.com/blog/wp-content/uploads/2018/10/Captura-de-pantalla-2018-10-19-a-las-11.44.27.png,3005
animal planet HD,3.Documentary,https://www.we-play.tv/watching/tv/animal-planet,https://www.cromosmexico.com/blog/wp-content/uploads/2018/10/Captura-de-pantalla-2018-10-19-a-las-11.44.27.png,3005
HISTORY,3.Documentary,https://we-play.tv/watching/tv/history-hd,https://il.mahidol.ac.th/upload/img/2020-08-13-125322.jpg,3006
HISTORY,3.Documentary,https://www.livedoomovies.com/02_HISTORYHD_720p/chunklist.m3u8,https://il.mahidol.ac.th/upload/img/2020-08-13-125322.jpg,3006
H2 HISTORY,3.Documentary,https://www.livedoomovies.com/02_H2HD_720p/chunklist.m3u8,https://il.mahidol.ac.th/upload/img/2020-08-13-125352.jpg,3007
H2 HISTORY,3.Documentary,https://www.we-play.tv/watching/tv/history-h2,https://il.mahidol.ac.th/upload/img/2020-08-13-125352.jpg,3007
LOVENATURE (RU),3.Documentary,http://a787201483-zabava-htlive.cdn.ngenix.net/hls/CH_LOVENATURE4K_HLS/bw6000000/playlist.m3u8,https://il.mahidol.ac.th/upload/img/2020-10-22-034423.jpg,3008
LOVENATURE (RU),3.Documentary,http://zabava-htlive.cdn.ngenix.net/hls/CH_LOVENATURE4K_HLS/bw6000000/variant.m3u8,https://il.mahidol.ac.th/upload/img/2020-10-22-034423.jpg,3008
LOVENATURE 4K,3.Documentary,https://www.we-play.tv/watching/tv/lovenature-4k,https://cmsimgservices.dmpcdn.com/v1/resize?url=https%3A%2F%2Fcms.dmpcdn.com%2Flivetv%2F2019%2F01%2F30%2F372c7a74-9900-4e7a-8e7b-62e13cf86ed3.png&w=320&h=240,3008
NAT GEO WILD,3.Documentary,https://www.we-play.tv/watching/tv/nat-geo-wild,https://img.favpng.com/12/20/21/logo-nat-geo-wild-national-geographic-television-channel-png-favpng-X5cTr0eRJi2b96GK1s1x1nBAK.jpg,3010
